,symbol,stock_val_10,stock_val_11,stock_val_12,stock_val_13,stock_val_14,stock_val_15,stock_val_16,rating,After Tax ROE,Capital Expenditures,Cost of Revenue,Depreciation,Earnings Before Tax,Fixed Assets,Goodwill,Gross Margin,Gross Profit,Investments,Liabilities,Long-Term Debt,Long-Term Investments,Net Borrowings,Net Income,Total Assets,Total Liabilities & Equity,Total Revenue,For Year,Estimated Shares Outstanding
329,SCG,14128799.304,18753972.4162,34681835.240100004,34446620.0,44738281.4814,35489484.1734,38853055.4698,3,14.0,-1153000000.0,2714000000.0,414000000.0,1139000000.0,13540000000.0,0.0,38.0,1666000000.0,493000000.0,-192000000.0,5882000000.0,71000000.0,-65000000.0,746000000.0,17146000000.0,17146000000.0,4380000000.0,2015,142911877.395
330,SCHW,65621986.8353,79434796.0,118052124.0,121433000.0,88028004.91579999,191682237.0,184806438.6822,4,11.0,-266000000.0,0.0,386000000.0,2279000000.0,1145000000.0,1227000000.0,100.0,6380000000.0,-28330000000.0,-8000000.0,2890000000.0,130520000000.0,989000000.0,1447000000.0,183718000000.0,183718000000.0,6380000000.0,2015,1391346153.85
331,SE,41385939.0,50832825.0,117575191.70580001,117670666.6965,99197007.2673,113351116.7348,89083120.0,4,3.0,-2848000000.0,2335000000.0,778000000.0,621000000.0,22918000000.0,4154000000.0,55.0,2899000000.0,98000000.0,83000000.0,12892000000.0,2902000000.0,861000000.0,196000000.0,32923000000.0,32923000000.0,5234000000.0,2014,675862068.966
332,SEE,9100920.3576,38980647.735,35624095.0,26610074.2185,51450618.0,67626976.9674,59399934.00000001,3,43.0,-184000000.0,4444900000.0,213300000.0,425900000.0,945700000.0,2909500000.0,37.0,2586600000.0,24000000.0,81400000.0,4266800000.0,0.0,211900000.0,225400000.0,7405000000.0,7405000000.0,7031500000.0,2015,138282208.589
333,SHW,26975875.0,33592299.8711,129485681.8926,63289150.0,94536579.2346,160458763.7086,156191682.188,4,121.0,-234340000.0,5780078000.0,198562000.0,1548966000.0,1041862000.0,1143333000.0,49.0,5559226000.0,-65593000.0,170819000.0,1920196000.0,0.0,167288000.0,1053849000.0,5791855000.0,5791855000.0,11339304000.0,2015,92605360.2812
334,SIG,9678200.446,16208051.6313,30747721.1516,25695549.0205,57575035.063200004,210149313.398,92327671.959,4,15.0,-226500000.0,4109800000.0,150200000.0,657800000.0,727600000.0,515500000.0,37.0,2440400000.0,-2200000.0,93500000.0,1328700000.0,0.0,-73100000.0,467900000.0,6474400000.0,6474400000.0,6550200000.0,2016,79439728.3531
335,SJM,19708130.6004,19988068.4886,26406687.3876,45261217.3104,38796517.1526,50976420.3468,75119994.8268,4,10.0,-201400000.0,4843400000.0,430100000.0,977900000.0,1627700000.0,6091100000.0,38.0,2967800000.0,-16000000.0,192700000.0,5146000000.0,0.0,-742000000.0,688700000.0,15984100000.0,15984100000.0,7811200000.0,2016,119358752.166
336,SLG,26389659.7818,29608151.5557,43077301.124,56453416.166700006,65984686.3368,53789779.4283,88212512.4606,4,4.0,-3059753000.0,534326000.0,607464000.0,274087000.0,14620896000.0,0.0,68.0,1128503000.0,-261231000.0,13736000.0,9453108000.0,1248996000.0,1822137000.0,284084000.0,19857941000.0,19857941000.0,1662829000.0,2015,278513725.49
337,SNA,9058458.3202,10048069.8015,21366794.459,28201399.2275,28988881.06,28354520.8422,33346269.7788,4,20.0,-80400000.0,1774600000.0,82500000.0,710500000.0,413500000.0,790100000.0,51.0,1818500000.0,-219400000.0,25400000.0,861700000.0,1039300000.0,-34000000.0,478700000.0,4331100000.0,4331100000.0,3593100000.0,2015,58094660.1942
338,SNI,17646750.0,24056380.8658,26342015.0904,32645699.5112,109216765.647,46398483.159600005,48381725.0337,4,40.0,-52480000.0,987357000.0,921052000.0,1121864000.0,293230000.0,1804748000.0,67.0,2030870000.0,19456000.0,116100000.0,3511098000.0,807630000.0,1250764000.0,606828000.0,6672314000.0,6672314000.0,3018227000.0,2015,129664102.564
339,SO,71547445.0,99542018.1504,196134019.5815,174294071.2397,243747667.9633,181278500.87429997,171392713.5157,3,11.0,-7393000000.0,9811000000.0,2395000000.0,3629000000.0,62354000000.0,0.0,44.0,7678000000.0,396000000.0,-567000000.0,24688000000.0,1512000000.0,3723000000.0,2421000000.0,78318000000.0,78200000000.0,17489000000.0,2015,931153846.154
340,SPG,121390892.12317888,131378086.9413451,162744942.4916483,237200673.6736781,202251367.11060002,197064942.02699998,405993712.4298,3,48.0,-1020924000.0,960192000.0,1239214000.0,1854569000.0,23547738000.0,0.0,82.0,4305911000.0,-474811000.0,35542000.0,22502173000.0,4424937000.0,1356647000.0,2139375000.0,30650673000.0,30650673000.0,5266103000.0,2015,363839285.714
341,SPGI,25723664.999999996,46436023.0326,91965870.6356,58149517.7692,57062875.9239,68128639.3822,106055948.9862,3,596.0,-139000000.0,0.0,157000000.0,1815000000.0,270000000.0,2882000000.0,100.0,5313000000.0,-4000000.0,-1665000000.0,3468000000.0,0.0,2817000000.0,1156000000.0,8183000000.0,8183000000.0,5313000000.0,2015,271361502.347
342,SPLS,56547018.0,42731196.0,87947580.0,56606536.0,107958965.95799999,43058196.0,45667205.0,2,7.0,-381000000.0,15545000000.0,455000000.0,492000000.0,1586000000.0,2653000000.0,26.0,5514000000.0,0.0,33000000.0,1018000000.0,0.0,-92000000.0,379000000.0,10172000000.0,10172000000.0,21059000000.0,2015,642372881.356
343,SRCL,21516627.468200002,16939807.5652,34373679.6315,29483945.4924,31367444.478600003,40268339.3322,54182232.7033,3,10.0,-114761000.0,1719723000.0,127412000.0,410907000.0,665602000.0,3758177000.0,42.0,1266185000.0,294000.0,47811000.0,3052639000.0,0.0,1622419000.0,267046000.0,7077450000.0,7077450000.0,2985908000.0,2015,88425827.8146
344,SRE,38924416.0,44704000.0,78488018.21280001,80083873.7844,82796160.7435,117202269.49340001,94581471.0602,5,11.0,-3156000000.0,6648000000.0,1250000000.0,1600000000.0,28039000000.0,819000000.0,35.0,3583000000.0,277000000.0,130000000.0,13283000000.0,4499000000.0,516000000.0,1350000000.0,41150000000.0,41150000000.0,10231000000.0,2015,248618784.53
345,STI,64919049.0,62969523.5576,160962795.0,67756168.8407,113293415.4078,98056476.00000001,131025675.2224,2,8.0,-186000000.0,219000000.0,786000000.0,2707000000.0,1502000000.0,6337000000.0,0.0,0.0,-5381000000.0,-190000000.0,1263000000.0,170472000000.0,-8892000000.0,1933000000.0,190817000000.0,190817000000.0,8533000000.0,2015,533977900.552
346,STT,67345922.0,62682051.555,183555238.1908,71635978.0239,99412400.0,101782969.53379999,99434969.27939999,3,9.0,-703000000.0,0.0,801000000.0,2298000000.0,1894000000.0,5671000000.0,0.0,0.0,25625000000.0,-48000000.0,0.0,119624000000.0,-5246000000.0,1980000000.0,245155000000.0,245155000000.0,10760000000.0,2015,437086092.715
347,STX,39058461.0,134017519.99999999,197866890.0,120086928.0,116820550.0,87679721.99999999,110597569.205,2,16.0,-587000000.0,8545000000.0,815000000.0,274000000.0,2160000000.0,1237000000.0,23.0,2615000000.0,1000000.0,-144000000.0,4130000000.0,0.0,-22000000.0,248000000.0,8252000000.0,8252000000.0,11160000000.0,2016,298795180.723
348,STZ,18293685.0,12627303.000000002,56259481.4103,63897999.276300006,102253869.9168,109607581.53899999,175570609.7096,4,16.0,-891300000.0,3606100000.0,233000000.0,1501200000.0,3333400000.0,7138600000.0,45.0,2942300000.0,0.0,-87000000.0,6816200000.0,0.0,761900000.0,1054900000.0,16965000000.0,16965000000.0,6548400000.0,2016,
349,SWK,59407310.665199995,63821158.1118,72298278.97739999,78737303.9516,54957761.143999994,67976338.9107,68160268.1886,4,15.0,-311400000.0,7099800000.0,414000000.0,1150800000.0,1450200000.0,7084300000.0,36.0,4072000000.0,137700000.0,-139800000.0,3792100000.0,0.0,-14900000.0,883700000.0,15127800000.0,15127800000.0,11171800000.0,2015,148271812.081
350,SWKS,51648518.196,31429492.062300004,67592906.67029999,45521782.406100005,146357956.9871,179451835.67139998,137702911.3776,3,28.0,-189300000.0,1623800000.0,247800000.0,1200600000.0,806300000.0,873300000.0,51.0,1665200000.0,0.0,-153600000.0,0.0,0.0,0.0,995200000.0,3855400000.0,3855400000.0,3289000000.0,2016,188842504.744
351,SWN,98942462.0,67751130.1212,89598937.99999999,60835647.0936,263539539.657,112790907.0,80389354.0,2,20.0,-2043000000.0,427000000.0,952000000.0,1449000000.0,13712000000.0,0.0,89.0,3611000000.0,-5298000000.0,108000000.0,2466000000.0,0.0,4971000000.0,924000000.0,14925000000.0,14925000000.0,4038000000.0,2014,351330798.479
352,SYK,43185540.8042,78477175.42130001,97585082.0,75620894.9936,83774474.7762,84659047.82180001,118384259.0238,4,17.0,-270000000.0,3344000000.0,397000000.0,1735000000.0,1199000000.0,4136000000.0,66.0,6602000000.0,2379000000.0,-1388000000.0,3230000000.0,0.0,48000000.0,1439000000.0,16223000000.0,16223000000.0,9946000000.0,2015,376701570.681
353,SYMC,64261511.99999999,43524215.0,130906274.0,107812475.99999999,65084024.0,87954300.0,89496714.2538,2,68.0,-272000000.0,615000000.0,304000000.0,392000000.0,957000000.0,3148000000.0,83.0,2985000000.0,977000000.0,688000000.0,2207000000.0,157000000.0,132000000.0,2488000000.0,11767000000.0,11767000000.0,3600000000.0,2016,670619946.092
354,SYY,70442400.0,53436327.0,81489674.0,133241482.6182,97454823.5446,140129800.0,128375342.6815,3,27.0,-527346000.0,41326447000.0,707847000.0,1433007000.0,3880442000.0,2121661000.0,18.0,9040472000.0,-46049000.0,-119060000.0,7336930000.0,0.0,-42088000.0,949622000.0,16721804000.0,16721804000.0,50366919000.0,2016,572061445.783
355,T,447325174.7745,474399072.0,907186638.0885001,647837063.9999999,812142379.0000001,695928485.9999999,709145203.326,3,11.0,-19218000000.0,67046000000.0,22016000000.0,20692000000.0,124450000000.0,104568000000.0,54.0,79755000000.0,748000000.0,556000000.0,118515000000.0,1606000000.0,23926000000.0,13345000000.0,402672000000.0,402672000000.0,146801000000.0,2015,5630801687.76
356,TAP,18916610.6231,20246100.465,42623119.99609999,30916191.1012,45375226.173300005,71181966.4842,97241881.0014,4,5.0,-275000000.0,2163500000.0,325500000.0,410700000.0,1590800000.0,1983300000.0,39.0,1404000000.0,-1600000.0,-114900000.0,2908700000.0,2441000000.0,-50800000.0,359500000.0,12276300000.0,12276300000.0,3567500000.0,2015,185309278.351
357,TDC,22691507.999999996,71018637.07200001,56975933.0794,69745271.06639999,43688736.0,24951048.0,33016984.000000004,2,25.0,-52000000.0,1254000000.0,170000000.0,-144000000.0,143000000.0,380000000.0,50.0,1276000000.0,85000000.0,16000000.0,570000000.0,0.0,313000000.0,-214000000.0,2530000000.0,2530000000.0,2530000000.0,2015,139869281.046
358,TEL,29251021.6526,37939432.7686,59343742.4013,60797353.103199996,83287600.0,112705685.7444,79381022.8542,5,24.0,-628000000.0,8205000000.0,585000000.0,1162000000.0,3052000000.0,5492000000.0,33.0,4033000000.0,0.0,-1842000000.0,3739000000.0,12000000.0,181000000.0,2009000000.0,17608000000.0,17608000000.0,12238000000.0,2016,365938069.217
359,TGNA,28547262.0,20941431.0,37615686.0,41808372.0,34066117.0,25435784.0,31496773.5275,2,21.0,-118767000.0,923336000.0,262244000.0,622936000.0,458319000.0,3919726000.0,70.0,2127609000.0,-21313000.0,-99232000.0,4200816000.0,288790000.0,-307509000.0,459522000.0,8537758000.0,8537758000.0,3050945000.0,2015,225255882.353
360,TGT,119550467.9882,131066860.55890001,232342831.1466,429185718.0,243367472.824,249524268.43649998,221688325.2076,4,26.0,-1438000000.0,51997000000.0,2213000000.0,4923000000.0,25217000000.0,0.0,30.0,21788000000.0,24000000.0,534000000.0,11945000000.0,0.0,-85000000.0,3363000000.0,40262000000.0,40262000000.0,73785000000.0,2015,628598130.841
361,TIF,62052055.0,83487602.52,95723396.0,58943133.364700004,55374852.518199995,59834247.7843,40093254.0,3,16.0,-252700000.0,1613600000.0,194200000.0,709900000.0,935800000.0,0.0,61.0,2491300000.0,-26400000.0,-24600000.0,798100000.0,0.0,-2500000.0,463900000.0,5129700000.0,5129700000.0,4104900000.0,2015,128504155.125
362,TJX,57081099.7141,107127184.97880001,218371295.1442,103758813.0,199698107.82379997,126645267.14400001,174053664.0499,3,53.0,-889380000.0,22034523000.0,616696000.0,3658300000.0,4137575000.0,0.0,29.0,8910415000.0,-116631000.0,569208000.0,1624054000.0,0.0,0.0,2277658000.0,11499482000.0,11499482000.0,30944938000.0,2016,673863313.609
363,TMK,17688349.03791108,22076834.544,27137087.15122626,25805129.33961651,24316912.1022,32409719.999999996,21360896.5792,3,13.0,-36957000.0,2016212000.0,445625000.0,766187000.0,0.0,441591000.0,46.0,1749853000.0,-596393000.0,645811000.0,1233862000.0,14811682000.0,1978000.0,527100000.0,19853213000.0,19853213000.0,3766065000.0,2015,125201900.238
364,TMO,49912576.901599996,64765795.44020001,92557534.54879999,127818662.7042,131040812.0459,162418256.87,150017526.3792,5,9.0,-422900000.0,9209500000.0,1688200000.0,1936400000.0,2448800000.0,18827600000.0,46.0,7755900000.0,12000000.0,145000000.0,11473900000.0,0.0,-1932700000.0,1975400000.0,40889000000.0,40889000000.0,16965400000.0,2015,398266129.032
365,TRV,106177687.09410001,96920456.72399999,152876052.0,100291159.1077,112719662.8702,107905446.9561,123766617.978,2,15.0,0.0,13723000000.0,4703000000.0,4740000000.0,0.0,3573000000.0,49.0,13092000000.0,634000000.0,248000000.0,6640000000.0,66441000000.0,-8000000.0,3439000000.0,100184000000.0,100184000000.0,26815000000.0,2015,312920837.125
366,TSCO,20603401.849799998,27183125.775,51938008.587799996,112056554.8888,115337305.99999999,42202800.0,43226860.85959999,4,29.0,-236496000.0,4083333000.0,123569000.0,647617000.0,847576000.0,10258000.0,34.0,2143174000.0,0.0,89588000.0,166992000.0,0.0,149493000.0,410395000.0,2370826000.0,2370826000.0,6226507000.0,2015,135443894.389
367,TSN,40107099.6709,53996301.3839,56572339.99999999,45766586.6322,95899289.00000001,124728208.6776,110567568.0,4,18.0,-695000000.0,32184000000.0,705000000.0,2598000000.0,5170000000.0,6669000000.0,13.0,4697000000.0,-9000000.0,-150000000.0,6200000000.0,0.0,-413000000.0,1768000000.0,22373000000.0,22373000000.0,36881000000.0,2016,
368,TSO,58975743.181,29251393.2522,95487182.83229999,140329800.0,113837281.9378,188138140.3565,120995815.8492,3,30.0,-1030000000.0,22466000000.0,772000000.0,2630000000.0,9541000000.0,0.0,22.0,6245000000.0,-97000000.0,-863000000.0,4067000000.0,0.0,-111000000.0,1540000000.0,16332000000.0,16332000000.0,28711000000.0,2015,123200000.0
369,TSS,7303962.0,11123771.431300001,39798360.0,20433919.385999996,21445739.3685,52832818.9391,40689996.170099996,4,20.0,-54640000.0,1855181000.0,260502000.0,496888000.0,289898000.0,1545424000.0,33.0,924360000.0,-1686000.0,-29853000.0,1383634000.0,106118000.0,-52807000.0,369041000.0,3908300000.0,3908300000.0,2779541000.0,2015,186384343.434
370,TXN,107662750.0,110903281.8098,220956162.847,115540382.99999999,217548046.06860003,351589713.4147,314632050.3118,4,30.0,-551000000.0,5440000000.0,1133000000.0,4216000000.0,2596000000.0,4362000000.0,58.0,7560000000.0,125000000.0,-170000000.0,3120000000.0,221000000.0,-502000000.0,2986000000.0,16230000000.0,16230000000.0,13000000000.0,2015,1044055944.06
371,TXT,34462390.5422,27727603.999999996,58940706.3776,45541961.5222,37789514.8974,42921614.9566,51774673.0662,2,14.0,-420000000.0,10979000000.0,461000000.0,971000000.0,2492000000.0,2023000000.0,18.0,2444000000.0,105000000.0,-43000000.0,3348000000.0,1087000000.0,-295000000.0,697000000.0,14708000000.0,14708000000.0,13423000000.0,2015,276587301.587
372,UAA,197248512.0,295487644.116,271826230.39879996,122604124.2132,180722645.3232,377722342.68579996,107769686.2902,3,14.0,-298928000.0,2057766000.0,100940000.0,386685000.0,538531000.0,585181000.0,48.0,1905547000.0,-6534000.0,39010000.0,627000000.0,0.0,384798000.0,232573000.0,2868900000.0,2868900000.0,3963313000.0,0,
373,UAL,93157638.0,38509898.0408,73777924.8444,80029369.231,297740763.5488,201466796.484,124231242.88620001,3,82.0,-2747000000.0,12130000000.0,1819000000.0,4219000000.0,21580000000.0,4523000000.0,68.0,25734000000.0,190000000.0,-728000000.0,10400000000.0,0.0,-1228000000.0,7340000000.0,40861000000.0,40861000000.0,37864000000.0,2015,376024590.164
374,UDR,25408656.0,23370610.0,42140539.772099994,31791025.000000004,38179816.0,61156446.0,61483391.99999999,3,12.0,-461374000.0,282037000.0,399294000.0,101596000.0,6531627000.0,0.0,68.0,612601000.0,-160676000.0,-9590000.0,3570795000.0,950681000.0,-95088000.0,340383000.0,7663844000.0,7663844000.0,894638000.0,2015,261833076.923
375,UHS,16582097.2362,17879486.4601,25021123.965,27595896.6792,114675684.0614,41403284.307,61359982.269600004,4,16.0,-912976000.0,0.0,398618000.0,1145901000.0,3835978000.0,3596114000.0,100.0,9043451000.0,-3300000.0,90202000.0,3387303000.0,0.0,178999000.0,680528000.0,9634113000.0,9634113000.0,9043451000.0,2015,98770391.8723
376,ULTA,7473200.0,49086010.4878,42762752.8704,133438895.8525,59189918.148,117253000.0,101772048.7984,3,21.0,-249067000.0,2104582000.0,131764000.0,411309000.0,717159000.0,0.0,35.0,1136787000.0,-150209000.0,80140000.0,0.0,0.0,0.0,257135000.0,1983170000.0,1983170000.0,3241369000.0,2015,64283750.0
377,UNH,102119082.828,111769672.0,268417497.8974,171684006.84,233912141.7444,277630397.64,455393800.08150005,4,17.0,-1556000000.0,103875000000.0,1693000000.0,10231000000.0,4861000000.0,44453000000.0,34.0,53232000000.0,-531000000.0,4102000000.0,31965000000.0,18792000000.0,14607000000.0,5813000000.0,111254000000.0,111254000000.0,157107000000.0,2015,952950819.672
378,UNM,28691010.8154,24021907.0,40168026.0,30203881.722,41050273.1769,28306487.850299995,46302220.0,2,10.0,-100200000.0,7209400000.0,99500000.0,1238300000.0,523900000.0,230900000.0,33.0,3521900000.0,-558500000.0,313900000.0,3242900000.0,49919200000.0,45100000.0,867100000.0,60589700000.0,60589700000.0,10731300000.0,2015,247037037.037
379,UNP,117622609.0776,179356423.386,189962921.511,239836800.0,279455146.9626,293609708.7362,302102784.0,5,23.0,-4650000000.0,4434000000.0,2012000000.0,7656000000.0,48866000000.0,0.0,80.0,17379000000.0,0.0,-361000000.0,13607000000.0,1410000000.0,2772000000.0,4772000000.0,54600000000.0,54600000000.0,21813000000.0,2015,866061705.989
380,UPS,149115614.109,129882977.54920001,346531014.09999996,186874275.55679998,154948743.21240002,209646684.53579998,196974446.2818,2,196.0,-2379000000.0,12947000000.0,2084000000.0,7342000000.0,18352000000.0,3419000000.0,78.0,45416000000.0,-1022000000.0,-216000000.0,11316000000.0,473000000.0,3588000000.0,4844000000.0,38311000000.0,38311000000.0,58363000000.0,2015,900371747.212
381,URBN,44476021.242,31385326.8612,54320737.3801,32900278.2264,50162128.4279,18363800.0,27312320.0,2,20.0,-134950000.0,2243232000.0,142722000.0,350031000.0,863137000.0,0.0,35.0,1201902000.0,108185000.0,-3940000.0,150000000.0,36600000.0,150000000.0,224489000.0,1833301000.0,1833301000.0,3445134000.0,2016,125412849.162
382,USB,117589195.64,135920834.9752,347504016.8799,175150168.6708,255837425.6916,187756525.1996,266332896.8154,3,25.0,-72900000.0,1465500000.0,74900000.0,257400000.0,469800000.0,229300000.0,34.0,754800000.0,28000000.0,-30700000.0,351800000.0,0.0,-15400000.0,190800000.0,1788600000.0,1788600000.0,2220300000.0,0,
383,UTX,140294785.78219998,177447892.2888,301698395.3576,239344166.3096,271802500.0,283502570.0,241010538.59579998,4,28.0,-1652000000.0,40431000000.0,1863000000.0,6467000000.0,8732000000.0,27301000000.0,28.0,15667000000.0,-87000000.0,343000000.0,19320000000.0,1018000000.0,775000000.0,7608000000.0,87484000000.0,87484000000.0,56098000000.0,2015,872477064.22
384,V,195339681.6735,217954448.8533,487632866.434,358982416.71529996,387059657.7144,496118389.1922,523451763.87240005,4,18.0,-523000000.0,2226000000.0,502000000.0,8012000000.0,2150000000.0,15066000000.0,85.0,12856000000.0,-1311000000.0,-29000000.0,15882000000.0,3931000000.0,15924000000.0,5991000000.0,64035000000.0,64035000000.0,15082000000.0,2016,
385,VAR,51350335.2588,57946613.4104,30027599.145,48486330.24820001,31731868.7336,33418881.2408,49747097.4459,3,23.0,-80400000.0,1856500000.0,79800000.0,556400000.0,379200000.0,294700000.0,42.0,1361300000.0,-8100000.0,30500000.0,287500000.0,0.0,167100000.0,402300000.0,3816000000.0,3816000000.0,3217800000.0,2016,95331753.5545
386,VFC,37738222.0,80968822.7248,82852336.54879999,69459228.0,78974562.1088,98566650.0,128696200.1754,4,23.0,-254501000.0,6393800000.0,272075000.0,1580389000.0,988159000.0,1788407000.0,48.0,5982944000.0,0.0,-52994000.0,1401820000.0,0.0,428287000.0,1231593000.0,9639542000.0,9639542000.0,12376744000.0,2015,424687241.379
387,VIAB,58943642.48809999,87241692.0,207632113.87379998,172190802.114,206215100.0,116169983.99999999,89231214.9156,3,34.0,-172000000.0,6684000000.0,4789000000.0,1990000000.0,4964000000.0,11400000000.0,46.0,5804000000.0,0.0,-229000000.0,11896000000.0,0.0,-368000000.0,1438000000.0,22508000000.0,22508000000.0,12488000000.0,2016,396143250.689
388,VLO,105056537.37175527,113146652.3228691,299011578.07369065,322963212.816,293332050.0,228492290.7686,174414127.99999997,3,19.0,-1618000000.0,74651000000.0,1842000000.0,5971000000.0,26703000000.0,0.0,15.0,13153000000.0,0.0,0.0,7250000000.0,0.0,933000000.0,3990000000.0,44343000000.0,44343000000.0,87804000000.0,2015,498750000.0
389,VMC,38455684.8669,20040953.981399998,37122059.2868,30512168.973,44709548.040599994,65434330.688999996,89619916.4322,3,5.0,-289262000.0,2564648000.0,274823000.0,327857000.0,3156290000.0,3094824000.0,25.0,857533000.0,0.0,10394000.0,1980334000.0,40558000.0,-60060000.0,221177000.0,8301632000.0,8301632000.0,3422181000.0,2015,133239156.627
390,VNO,61901205.19902264,66612000.86667776,64129281.00700884,92224179.48073144,113359852.6417512,57826859.4215,96688370.7792,3,11.0,-1270447000.0,1011249000.0,487154000.0,722473000.0,14671870000.0,0.0,60.0,1491018000.0,18398000.0,-48067000.0,11091010000.0,2276180000.0,1465740000.0,760434000.0,21143293000.0,21143293000.0,2502267000.0,2015,210646537.396
391,VRSK,13482048.7912,11268504.2808,44369385.870500006,47515560.723,20598480.9648,45020926.243200004,42589897.950600006,3,37.0,-166138000.0,803274000.0,228383000.0,717436000.0,418168000.0,3134826000.0,61.0,1264736000.0,85309000.0,-63307000.0,2293179000.0,0.0,1733966000.0,507577000.0,5615927000.0,5615927000.0,2068010000.0,2015,165334527.687
392,VRSN,38821758.6234,31512184.882200003,105613692.0,46024621.2301,30415200.0,43112160.4935,41496185.0,2,35.0,-40656000.0,192788000.0,73783000.0,487650000.0,295570000.0,52527000.0,82.0,866578000.0,-452302000.0,92001000.0,1235354000.0,0.0,492237000.0,375236000.0,2357737000.0,2357737000.0,1059366000.0,2015,114053495.441
393,VRTX,32879157.061399996,44126125.6713,51620802.464,58132322.347200006,112420442.8389,100324260.59459999,99019844.3118,4,59.0,-45302000.0,124512000.0,62343000.0,-557800000.0,697715000.0,50384000.0,88.0,907824000.0,404402000.0,51303000.0,739503000.0,30000000.0,3327000.0,-556334000.0,2498875000.0,2498875000.0,1032336000.0,2015,240837229.437
394,VTR,50973824.0,57737650.0473,76913249.1884,95331102.33569999,105721645.5765,115376778.0,107984544.0,5,4.0,-2877949000.0,1410205000.0,954982000.0,366086000.0,18280798000.0,1047497000.0,57.0,1875141000.0,-38151000.0,10687000.0,11206996000.0,95707000.0,329029000.0,419222000.0,22261918000.0,22261918000.0,3285346000.0,2015,332715873.016
395,VZ,434358453.86029994,405649297.8891,633918481.0,371355886.4429,656299995.9705,526667667.39480007,664089916.4408,2,109.0,-17775000000.0,52557000000.0,16017000000.0,28240000000.0,93808000000.0,25331000000.0,60.0,79063000000.0,0.0,2545000000.0,103705000000.0,796000000.0,-3017000000.0,17879000000.0,244640000000.0,244640000000.0,131620000000.0,2015,4081963470.32
396,WAT,22256143.7136,21430070.8682,59076074.0343,32260000.0,21811320.1935,42890646.6374,62383837.535799995,2,23.0,-100012000.0,842672000.0,89987000.0,541919000.0,333355000.0,356864000.0,59.0,1199660000.0,-278387000.0,54738000.0,1493027000.0,0.0,205079000.0,469053000.0,4268677000.0,4268677000.0,2042332000.0,2015,82290000.0
397,WDC,67732203.996,48913381.5804,111060367.2276,105202212.5078,120707276.7288,90062988.5002,191897586.52769998,2,2.0,-584000000.0,9559000000.0,1190000000.0,153000000.0,3503000000.0,9951000000.0,26.0,3435000000.0,811000000.0,-291000000.0,13660000000.0,1171000000.0,11929000000.0,242000000.0,32862000000.0,32862000000.0,12994000000.0,2016,239603960.396
398,WEC,28688364.4874,28862975.1744,67538676.3344,45329310.00000001,78339998.9708,56322988.0977,71658572.4436,3,7.0,-1266200000.0,3949400000.0,583500000.0,1074100000.0,19189700000.0,3023500000.0,33.0,1976700000.0,-1338600000.0,4800000.0,9124100000.0,1466700000.0,1783400000.0,640300000.0,29355200000.0,29355200000.0,5926100000.0,2015,271313559.322
399,WFC,375239316.0,415359500.9289,912534222.0,601254926.487,553177656.0,573677398.5533,831913020.0955,3,12.0,0.0,963000000.0,3288000000.0,33641000000.0,8704000000.0,25529000000.0,0.0,0.0,-112947000000.0,-6804000000.0,0.0,1362068000000.0,49707000000.0,22894000000.0,1787632000000.0,1787632000000.0,90033000000.0,2015,5477033492.82
400,WFM,57262821.00000001,69413009.9952,104560524.588,110368558.817,165241459.4454,106664000.0,83282700.0,4,16.0,-321000000.0,10313000000.0,499000000.0,827000000.0,3442000000.0,710000000.0,34.0,5411000000.0,-162000000.0,60000000.0,1048000000.0,0.0,993000000.0,507000000.0,6341000000.0,6341000000.0,15724000000.0,2016,327096774.194
401,WHR,59524984.34019999,79853606.6829,82448025.0,53410830.340500005,98574914.544,55707789.10349999,83287015.8328,3,17.0,-689000000.0,17201000000.0,668000000.0,1031000000.0,3774000000.0,3006000000.0,18.0,3690000000.0,-70000000.0,-76000000.0,3470000000.0,0.0,-217000000.0,783000000.0,19010000000.0,18079000000.0,20891000000.0,2015,78693467.3367
402,WM,60957169.3467,61265828.127000004,115238976.83099999,46081488.973,114705332.0,56316022.9448,87261850.9224,3,14.0,-1233000000.0,8231000000.0,1335000000.0,1060000000.0,10665000000.0,5984000000.0,36.0,4730000000.0,-20000000.0,-209000000.0,8676000000.0,360000000.0,-982000000.0,753000000.0,20367000000.0,20367000000.0,12961000000.0,2015,453614457.831
403,WMB,76332599.64804304,217151589.0382848,170653986.42479998,256301507.0,293377301.4718,257030850.0012,123946538.01969999,3,9.0,-3167000000.0,3434000000.0,1820000000.0,-1713000000.0,29579000000.0,47000000.0,53.0,3926000000.0,-707000000.0,-64000000.0,23812000000.0,7336000000.0,2915000000.0,-571000000.0,49020000000.0,49020000000.0,7360000000.0,2015,751315789.474
404,WMT,382574027.0,278798318.66940004,478462896.03749996,303672586.7182,356522219.54580003,401827623.4449,474992660.616,3,18.0,-11477000000.0,360984000000.0,9454000000.0,21638000000.0,116516000000.0,16695000000.0,25.0,121146000000.0,0.0,2839000000.0,44030000000.0,0.0,-3158000000.0,14694000000.0,199581000000.0,199581000000.0,482130000000.0,2016,3208296943.23
405,WU,46365576.0,44669438.00000001,85604178.0,49730025.0,56155014.0,39581100.0,55144905.461100005,2,60.0,-94400000.0,3199400000.0,270200000.0,941800000.0,231800000.0,3163800000.0,42.0,2284300000.0,-19900000.0,46700000.0,0.0,0.0,-500000000.0,837800000.0,9458900000.0,9458900000.0,5483700000.0,2015,513987730.061
